"location_num","location_name","location_status","operator_num","operator_name","operator_type","co_owned_flag","projected_open_date","open_date","closed_date","location_category","concept_type","location_type","location_subtype","prototype","location_format","square_footage","prototype_square_footage","has_drive_thru","drive_thru_lanes","drive_thru_pickup_windows","kitchen_layout","parking_spaces","parking_spaces_handicap","has_dining_room","seating_total_original","address_line_1","address_line_2","address_line_3","city","county","state","country_name","country_code","zip_code","gps_latitude","gps_longitude","phone_number","price_group","distribution_center","dc_code","distributor","region","service_team_code","service_team","business_consultant","operations_lead","area_director","operator_team_code","operator_team","market_code","market","last_updated","filepath","insert_timestamp","load_date"
"02553",Security Square FSU,FUTURE,,,,,2022-11-17 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4989.00,Y,1,1,,0,0,N,0,"6965 Security Blvd",,,Baltimore,Baltimore,MD,United States,US,"21244","39.312415",-76.751345,,,,,,Northeast Region,N1,NE Region Team #1,Kevin Curtiss,Kevin Curtiss,Demetrius Ingram,BMSW,Baltimore Southwest,"512","Baltimore, MD",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03112",Terminated Bartlesville FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,Y,1,1,,0,0,N,0,Outer Road and Frank Phillips Blvd.,,,Bartlesville,Washington,OK,United States,US,,"36.74937",-95.93612,,,,,,Southwest Region,S1,SW Region Team #1,Jerry Southerland,Jerry Southerland,Jodee Morgan,TULS,Tulsa,"671","Tulsa, OK",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02150",Estero FSU - Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,Corkscrew Road &,Three Oaks Parkway,,Estero,,FL,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02869",Columbia (TN) FSU,OPEN,"11814",Caleb Mathis,OPR,N,2012-03-15 00:00:00.000,2012-03-15 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4290.00,0.00,Y,2,1,Centerline,50,2,N,0,"605 S James Campbell Blvd",,,Columbia,Maury,TN,United States,US,"38401-4333","35.592628",-87.052409,"931/380-3939","23",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Atlantic Region,A1,AT Region Team #1,Blake Sundberg,Blake Sundberg,Amy Millard,NSHS,Nashville South,"659","Nashville, TN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03712",Norwalk FSU,OPEN,"18197",Archer Bullock,OPR,N,2017-10-19 00:00:00.000,2017-10-19 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,5104.00,0.00,Y,2,1,Centerline,,4,N,,"467 Connecticut Ave",,,Norwalk,Fairfield,CT,United States,US,"06854-1710","41.098811",-73.442169,"203/831-0196","36",FA-Boston MA,BOS,Food Authority of Massachusetts,Northeast Region,N2,NE Region Team #2,Brian Corbett,Brian Corbett,Scott Stover,CONS,Connecticut South,"501","New York, NY",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04199",Highlands FSU,OPEN,"19983",Shawn Diamond,OPR,N,2020-02-27 00:00:00.000,2020-02-27 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4872.00,0.00,Y,2,1,Dual Line,,2,N,,"110 Cabela Dr",,,Triadelphia,Ohio,WV,United States,US,"26059-1042","40.06207",-80.59799,"304/909-0843","24",MBM-Lockbourne OH,LOC,MCLANE COMPANY INC,Northeast Region,N2,NE Region Team #2,Kevin Elliott,Kevin Elliott,Scott Stover,PITS,Pittsburgh South,"554","Wheeling, WV-Steubenville, OH",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04347",Terminated Timberlake FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4996.00,N,0,,,0,0,N,0,"7916 Timberlake Rd",,,Lynchburg,Lynchburg (Ind City),VA,United States,US,"24502-2604","37.35091",-79.22842,,,QCD-Suffolk VA,SUF,Quality Custom Distribution,Atlantic Region,A2,AT Region Team #2,Chris Rocha,Chris Rocha,Kevin Malone,SVA2,Southern Virginia 2,"573","Roanoke-Lynchburg, VA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02600",Davie North FSU,OPEN,"09504",Felix Hodges,OPR,N,2010-10-21 00:00:00.000,2010-10-21 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4287.00,0.00,Y,1,1,Dual Line Plus,62,0,N,100,"1900 S University Dr",,,Davie,Broward,FL,United States,US,"33324-5849","26.096077",-80.25012,"954/472-1123","21",QCD-Miami FL,MIA,Quality Custom Distribution,Southeast Region,E2,SE Region Team #2,Rosa Rodriguez,Rosa Rodriguez,Brent Townsend,SFL2,South Florida 2,"528","Miami-Ft. Lauderdale, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00298",Tampa Bay Center,CLOSED,"00001",Chris Walker,TMP,Y,1976-07-27 00:00:00.000,1976-07-27 00:00:00.000,2001-12-31 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,"3302 West Martin Luther King",,,Tampa,Hillsborough,FL,United States,US,"33607",,,"813/876-4774","7",,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01593",Paragon Place FSU,OPEN,"01301",Joe Miller,OPR,N,2004-08-26 00:00:00.000,2004-08-26 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4357.00,0.00,Y,2,1,Centerline,67,0,N,0,"6282 Poplar Ave",,,Memphis,Shelby,TN,United States,US,"38119-4713","35.10131",-89.85326,"901/766-1875","23",McLane- Memphis TN,MEM,MCLANE COMPANY INC,Atlantic Region,A1,AT Region Team #1,Jack Kerr,Jack Kerr,Amy Millard,MEM3,Memphis 3,"640","Memphis, TN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03961",Terminated Cordova (TN) FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,"1380 N Germantown Pkwy ",,,Cordova,Shelby,TN,United States,US,"38016-5960","35.16278",-89.793943,,,,,,,,,,,,,,"640","Memphis, TN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01993",South Jordan FSU,REMODEL,"01870",Becky Pickle,OPR,N,2008-05-22 00:00:00.000,2008-05-22 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4195.00,0.00,Y,1,1,L-Traditional,28,0,N,0,"11494 S District Dr",,,South Jordan,Salt Lake,UT,United States,US,"84095-5646","40.542473",-111.98364,"801/727-2697","21",QCD-Salt Lake City UT,SLC,Quality Custom Distribution,West Region,W2,West Region Team #2,Todd Phinney,Todd Phinney,Todd Grubbs,UTSO,Utah South,"770","Salt Lake City, UT",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02793",Montgomery and San Mateo FSU,OPEN,"12884",Len Spadoni,OPR,N,2012-06-14 00:00:00.000,2012-06-14 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4287.00,0.00,Y,2,1,Centerline,41,2,N,100,"5009 Montgomery Blvd NE",,,Albuquerque,Bernalillo,NM,United States,US,"87109-1307","35.13132",-106.58753,"505/884-4171","27",QCD-Aurora CO,DEN,Quality Custom Distribution,West Region,W2,West Region Team #2,Essy Lucas,Essy Lucas,Todd Grubbs,NMEX,Northern New Mexico,"790","Albuquerque-Santa Fe, NM",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00377",New Orleans Centre,CLOSED,"00680",,OPR,N,1988-08-03 00:00:00.000,1988-08-03 00:00:00.000,2001-11-06 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,N,,"1400 Poydras Street",Box 38,,New Orleans,Orleans,LA,United States,US,"70112",,,"504/525-6005",,,,,Southwest Region,S2,SW Region Team #2,Mark Devenney,Mark Devenney,Joanna Symonds,NONS,New Orleans N Shore,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02042",OK - Test Site-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,This is a Test Site,,,Orlando,Orange,FL,United States,US,,,,,,,,,,,,,,,,,"534","Orlando-Daytona Beach-Melbourne, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04342",Terminated Camp Hill FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4999.00,N,0,,,0,0,N,0,"3115 Chestnut St # 3133",,,Camp Hill,Cumberland,PA,United States,US,"17011-4529","40.238436",-76.93388,,,,,,Northeast Region,N1,NE Region Team #1,Tyler Cape,Tyler Cape,Demetrius Ingram,CPEN,Central Pennsylvania,"566","Harrisburg-Lancaster-Lebanon-York, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04864",Central Park Ave and Roxbury (NY) FSU,FUTURE,,,,,2022-11-10 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,3565.00,N,0,,,0,0,N,0,"2205 Central Park Ave",,,Yonkers,Westchester,NY,United States,US,"10710-1424","40.974799",-73.834082,,,,,,Northeast Region,N2,NE Region Team #2,Brian Corbett,Brian Corbett,Scott Stover,MANH,Manhattan,"501","New York, NY",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02961",Terminated Lakewood Florida FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,Y,2,1,,0,0,N,0,SEC of W. University Blvd. and,Old St. Augustine Rd,,Jacksonville,Duval,FL,United States,US,"32217","30.26187",-81.62489,,,,,,Southeast Region,E3,SE Region Team #3,Mark Bragg,Mark Bragg,Amy Rich,JAXC,Jacksonville Central,"561","Jacksonville, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00939",Munn Park,CLOSED,"00457",Frank Yurchak,OPR,N,1994-03-30 00:00:00.000,,1994-08-01 00:00:00.000,LIC,LIC,PARK,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"124 S Kentucky Ave",,,Lakeland,Polk,FL,United States,US,"33801-5002","0","0",,"7",,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"50011",Red Wagon Seattle Office,OPEN,,,,,,2018-01-29 00:00:00.000,,,,CORP,SAT,,,1231.00,0.00,,0,,,0,0,,0,"1517 12th Ave",Suite 203,,Seattle,King,WA,United States,US,"98122-3955","0","0",,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80344",Shands Hospital - Jacksonville,NEVER OPENED,,,,,,,,LIC,LIC,HOSP,SAT,,,,,N,,,,,,N,,,,,Jacksonville,,FL,United States,US,,,,,,,,,,,,,,,,,"561","Jacksonville, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01457",Queen City Centre FSU,OPEN,"00236",Don Ward,OPR,N,2003-09-04 00:00:00.000,2003-09-04 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4599.00,0.00,Y,2,1,Midline,43,2,N,117,"221 Williams St",,,Cumberland,Allegany,MD,United States,US,"21502-3537","39.647772",-78.756858,"301/722-0086","27",MB-Manassas VA,MAN,MARTIN BROWER,Northeast Region,N1,NE Region Team #1,Carla Armstrong,Carla Armstrong,Demetrius Ingram,TRIV,Tri-Valleys,"511","Washington, DC (Hagerstown, MD)",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"05107",Amherst FSU,FUTURE,,,,,2023-08-31 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,,N,0,"5017 Transit Rd",,,Buffalo,Erie,NY,United States,US,"14221-4132","42.983866",-78.696284,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80640",Mississippi Baptist Medical Center,OPEN,"13208",Morgan Koon,OPR,N,2017-04-15 00:00:00.000,2017-04-13 00:00:00.000,,LIC,LIC,HOSP,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"1225 N State St",,,Jackson,Hinds,MS,United States,US,"39202-2064","32.31592745",-90.17946685,"601/973-1646","29",MB-Baton Rouge LA,BTR,MARTIN BROWER,Southeast Region,E4,SE Licensing Team,,,,LI10,Licensing Lena SE,"718","Jackson, MS",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02852",Council Bluffs FSU,FUTURE,,,,,2025-09-25 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,4988.00,0.00,Y,2,1,,0,0,N,0,The Marketplace at Council Bluffs,,,Council Bluffs,Pottawattamie,IA,United States,US,,"41.22889",-95.8787,,,McLane-Shawnee KS,SHA,MCLANE COMPANY INC,Midwest Region,M1,MW Region Team #1,Dave Villiger,Lance Hicks,Scott Mayson,DESM,Des Moines,"652","Omaha, NE",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00296",Southern Park,OPEN,"18946",Billy James,OPR,N,1980-11-22 00:00:00.000,1980-11-22 00:00:00.000,,Core,CFA,MALL,MALL,,Food Court,1487.00,0.00,N,0,,L-Traditional,0,0,Y,0,"7401 Market St Rm 857",,,Boardman,Mahoning,OH,United States,US,"44512-5648","41.022566",-80.658528,"330/758-7391","21",MBM-Lockbourne OH,LOC,MCLANE COMPANY INC,Midwest Region,M2,MW Region Team #2,Lauren Schwartz,Lauren Schwartz,Dericus Harvey,BORD,Youngstown Ohio,"536","Youngstown, OH",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00641",Wake Forest - DEAD-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,Wake Forest Road,,,Durham,,NC,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01041",South Memorial Parkway FSU,OPEN,"05843",Bryan Barlock,OPR,N,1999-04-15 00:00:00.000,1999-04-15 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,3929.00,0.00,Y,1,1,L-Traditional,52,0,N,0,"11820 Memorial Pkwy SW",,,Huntsville,Madison,AL,United States,US,"35803-3304","34.6136",-86.56798,"256/650-7014","23",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Southeast Region,E3,SE Region Team #3,Brody Cantrell,Brody Cantrell,Amy Rich,NALA,North Alabama,"691","Huntsville-Decatur (Florence), AL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02584",Owensboro FSU,OPEN,"03164",Mark Whiteman,OPR,N,2009-11-19 00:00:00.000,2009-11-19 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4287.00,0.00,Y,1,1,Midline v2,56,0,N,0,"4601 Frederica St",,,Owensboro,Daviess,KY,United States,US,"42301-7439","37.725763",-87.122675,"270/683-0907","20",QCD - Indianapolis,IND,Quality Custom Distribution,Atlantic Region,A1,AT Region Team #1,Chad Terry,Chad Terry,Amy Millard,LOUI,Louisville,"649","Evansville, IN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00411",The Mall at Huntsville,CLOSED,"00423",,OPR,N,,1978-12-06 00:00:00.000,1986-12-31 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,,,,,,,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00811",Douglasville FSU,OPEN,"00498",Mike Moore,OPR,N,1989-03-09 00:00:00.000,1989-03-09 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4996.00,4996.00,Y,2,1,Centerline,,4,N,,"3202 Highway 5",,,Douglasville,Douglas,GA,United States,US,"30135-2306","33.717738",-84.764489,"770/627-2967","18",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Southeast Region,E1,SE Region Team #1,Nancy Easterling,Nancy Easterling,Lauren Miller,ATL7,ATL-20 West,"524","Atlanta, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80576",Tyler Junior College,OPEN,"06083",Joshua Johnson,OPR,N,2015-08-01 00:00:00.000,2015-09-17 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"1250 Magnolia Dr",New Student Resident Life Center,,Tyler,Smith,TX,United States,US,"75701-3310","32.33476",-95.2863544,"903/533-5460","15",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S4,SW Licensing Team,,,,LI11,Licensing Dwayne SW,"709","Tyler-Longview(Lufkin & Nacogdoches), TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00826",Lilburn FSU,OPEN,"01419",Bryan Shepard,OPR,N,1991-01-17 00:00:00.000,1991-01-17 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4857.00,0.00,Y,2,1,Centerline,38,2,N,110,"4801 Lawrenceville Hwy NW",,,Lilburn,Gwinnett,GA,United States,US,"30047-3844","33.8951",-84.141001,"770/925-2027","19",MB-Atlanta GA,ATL,MARTIN BROWER,Southeast Region,E1,SE Region Team #1,Stephen Cox,Stephen Cox,Lauren Miller,ATL9,ATL-Gwinnett,"524","Atlanta, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02904",Hamilton Town Center FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,Bergen Blvd. and Campus Pkwy,,,Noblesville,Hamilton,IN,United States,US,,"39.99385",-85.92782,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01348",Turkey Creek FSU (OLD),CLOSED,,Marshall Wilkins,,,2001-10-25 00:00:00.000,2001-10-25 00:00:00.000,2018-09-01 00:00:00.000,Core,CFA,FSU,FSU,,Stand Alone,3822.00,0.00,Y,1,1,,41,0,N,0,"10916 Parkside Dr",,,Knoxville,Knox,TN,United States,US,"37934-1958","35.902438",-84.147525,"865/675-7400","1",,,,Atlantic Region,A1,AT Region Team #1,Blake Roberts,Blake Roberts,Amy Millard,KNXW,Knoxville West,"557","Knoxville, TN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01793",Madison Avenue FSU,OPEN,"07003",Jenny Jones,OPR,N,2006-05-04 00:00:00.000,2006-05-04 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,3931.00,0.00,Y,1,1,L-Traditional,41,0,N,0,"24794 Madison Ave",,,Murrieta,Riverside,CA,United States,US,"92562-9726","33.560688",-117.203453,"951/677-5173","33",McLane-Riverside CA,RIV,MCLANE COMPANY INC,West Region,W1,West Region Team #1,Rob Castillo,Rob Castillo,Mike Hensley,ILND,Inland Empire,"803","Los Angeles, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03427",Terminated Buckley Square FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,Iliff and Buckley ,,,Aurora,Arapahoe,CO,United States,US,"80011","39.67324",-104.78967,,,,,,West Region,W2,West Region Team #2,Essy Lucas,Essy Lucas,Todd Grubbs,DVSE,Denver East,"751","Denver, CO",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03694",Bartonsville FSU,OPEN,"17344",Amanda Morris,OPR,N,2019-04-04 00:00:00.000,2019-04-04 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4791.00,4642.00,Y,2,1,Centerline,60,3,Y,122,"115 Plaza 611 Lane",,,Stroudsburg,Monroe,PA,United States,US,"18360","40.999394",-75.260047,"570/534-4344","24",MB-Coatesville PA,COA,MARTIN BROWER,Northeast Region,N2,NE Region Team #2,Kevin Elliott,Kevin Elliott,Scott Stover,EAPA,Eastern Pennsylvania,"577","Wilkes Barre-Scranton, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03862",Hudson Oaks FSU,OPEN,"09619",Philip Smith,OPR,N,2018-03-08 00:00:00.000,2018-03-08 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4997.00,0.00,Y,2,1,Centerline,71,3,N,52,"98 Hudson Oaks Drive",,,Hudson Oaks,Parker,TX,United States,US,"76087","32.75617",-97.69863,"682/231-8800","23",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S3,SW Region Team #3,Paula Turner,Paula Turner,Hoovey McGuirt,DFSN,DFW Dallas Ft Worth,"623","Dallas-Ft. Worth, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01261",SanTERMINATEDDEAD Marcos FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,"900 Highway 80",,,San Marcos,Hays,TX,United States,US,"78666",,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00101",Fairgrounds Square,CLOSED,"00001",,TMP,Y,1981-04-23 00:00:00.000,1981-04-23 00:00:00.000,2005-06-25 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,2056.00,,N,0,,,,,Y,,"3050 Fifth Street Highway",#10,,Reading,Berks,PA,United States,US,"19605",,,"610/921-8750","3",,,,Northeast Region,N1,NE Region Team #1,Tyler Cape,Tyler Cape,Demetrius Ingram,CPEN,Central Pennsylvania,"504","Philadelphia, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02680",North Dover FSU,OPEN,"10084",Mary Johnson,OPR,N,2011-07-28 00:00:00.000,2011-07-28 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4275.00,0.00,Y,2,1,Centerline,,0,N,,"1440 N Dupont Hwy",,,Dover,Kent,DE,United States,US,"19901-2213","39.192978",-75.546566,"302/736-5226","27",FA-Jessup MD,JES,Food Authority South,Northeast Region,N2,NE Region Team #2,David Allen,David Allen,Scott Stover,DENO,Delaware North,"504","Philadelphia, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04235",Vancouver Mall Drive In-Line DT,OPEN,"15406",John Dombroski,OPR,N,2021-01-07 00:00:00.000,2021-01-07 00:00:00.000,,Core,CFA,FSU,FSU,,In-Line,5048.00,0.00,Y,2,1,,64,0,N,0,"8440 NE Vancouver Mall Dr # 100",,,Vancouver,Clark,WA,United States,US,"98662-6665","45.656301",-122.587341,"360/360-3036","33",MBM-Sumner WA,SUM,MCLANE COMPANY INC,West Region,W2,West Region Team #2,Leigh Leach,Leigh Leach,Todd Grubbs,PORT,Portland,"820","Portland, OR",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04320",Mission Center Road FSU,OPEN,"17165",Gage Mercer,OPR,N,2019-09-19 00:00:00.000,2019-09-19 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,2986.00,0.00,Y,1,1,Centerline,30,2,N,40,"5323 Mission Center Rd",,,San Diego,San Diego,CA,United States,US,"92108-1301","32.771105",-117.154442,"619/291-1105","33",McLane-Riverside CA,RIV,MCLANE COMPANY INC,West Region,W1,West Region Team #1,Danielle Jackson,Danielle Jackson,Mike Hensley,SDCO,San Diego Co.,"825","San Diego, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
